owner_phone,transaction_id,datetime,date,time,amount,currency,type,target_party,description,category,is_financial,medium
+919619183585,4191873608998,2024-11-05T07:32:44,2024-11-05,07:32:44,2886.50,INR,debit,bestbus@sbi,"Ref:4191873608998, to bestbus@sbi, AvlBal:Rs9991.21",Financial - High Confidence,true,
mill-chat,ba3bb78c-7a60-4c57-9e13-a3de942d00c7,2025-09-28T12:42:01,2025-09-28,12:42:01,209.53,Rs.,debit,apollo.pharma@axis,Health,Health,true,
+919619183585,3846786857768,2024-12-09T17:47:56,2024-12-09,17:47:56,3268.84,INR,debit,netmeds@kotak,"Ref:3846786857768, to netmeds@kotak, AvlBal:Rs392.87",Financial - High Confidence,true,UPI
+919619183585,557569172333,2024-03-18T18:12:51,2024-03-18,18:12:51,1768.17,INR,debit,uber.987@okaxis,"Ref:557569172333, to uber.987@okaxis, AvlBal:Rs9124.53",Financial - High Confidence,true,UPI
+919619183585,1022306647025,2025-03-07T21:32:48,2025-03-07,21:32:48,1837.77,INR,debit,netflix@icici,"Ref:1022306647025, to netflix@icici, AvlBal:Rs14323.86",Financial - High Confidence,true,
mill-chat,2d83018f-1921-4a5b-bb04-bfd74807b695,2024-04-17T09:09:47,2024-04-17,09:09:47,125.18,INR,debit,netmeds@kotak,Health,Health,true,
mill-chat,dce2633b-a133-4f74-964d-1f7d2952f68d,2024-11-30T01:29:20,2024-11-30,01:29:20,819.94,Rs.,debit,dmart@paytm,Groceries,Groceries,true,
+919619183585,3558977482505,2024-06-19T07:11:07,2024-06-19,07:11:07,1039.18,Rs.,debit,swiggy@okhdfc,"Ref:3558977482505, to swiggy@okhdfc, AvlBal:Rs2189.72",Financial - High Confidence,true,
+919619183585,5287879998693,2025-08-21T16:19:35,2025-08-21,16:19:35,1251.65,Rs,debit,bookmyshow@apl,"Ref:5287879998693, to bookmyshow@apl, AvlBal:Rs9872.56",Financial - High Confidence,true,
+919619183585,5748705213905,2024-10-02T15:43:47,2024-10-02,15:43:47,3076.88,INR,debit,starbucks@axis,"Ref:5748705213905, to starbucks@axis, AvlBal:Rs2010.18",Financial - High Confidence,true,UPI
+919619183585,5239070543114,2024-04-04T23:17:54,2024-04-04,23:17:54,2185.31,Rs,debit,ola.cabs@icici,"Ref:5239070543114, to ola.cabs@icici, AvlBal:Rs2462.44",Financial - High Confidence,true,UPI
+919619183585,4278189313709,2024-05-28T19:49:39,2024-05-28,19:49:39,1668.26,INR,debit,myntra@okicici,"Ref:4278189313709, to myntra@okicici, AvlBal:Rs6654.74",Financial - High Confidence,true,UPI
+919619183585,3348517741553,2025-06-21T13:40:07,2025-06-21,13:40:07,293.26,INR,debit,netflix@icici,"Ref:3348517741553, to netflix@icici, AvlBal:Rs14413.68",Financial - High Confidence,true,UPI
+919619183585,5493415536179,2025-09-03T03:25:19,2025-09-03,03:25:19,2195.25,INR,debit,dmart@paytm,"Ref:5493415536179, to dmart@paytm, AvlBal:Rs4915.16",Financial - High Confidence,true,UPI
+919619183585,5920978021938,2024-05-03T16:38:38,2024-05-03,16:38:38,921.82,Rs.,debit,aayushsingh66@okicici,"Ref:5920978021938, to aayushsingh66@okicici, AvlBal:Rs735.55",Financial - High Confidence,true,UPI
mill-chat,82fe9cee-f2d8-4507-9181-8315c0dca5e9,2024-11-11T19:21:09,2024-11-11,19:21:09,3470.73,Rs.,debit,mahanagargas@sbi,Bills & Utilities,Bills & Utilities,true,
+919619183585,2322735229255,2025-03-07T02:38:52,2025-03-07,02:38:52,1369.85,Rs,debit,flipkart@apl,"Ref:2322735229255, to flipkart@apl, AvlBal:Rs13748.34",Financial - High Confidence,true,
+919619183585,4422943905502,2024-10-14T07:14:47,2024-10-14,07:14:47,723.54,INR,debit,flipkart@apl,"Ref:4422943905502, to flipkart@apl, AvlBal:Rs5808.51",Financial - High Confidence,true,
+919619183585,4012519601736,2025-06-13T10:21:30,2025-06-13,10:21:30,2259.40,Rs.,debit,bookmyshow@apl,"Ref:4012519601736, to bookmyshow@apl, AvlBal:Rs1300.62",Financial - High Confidence,true,UPI
+919619183585,6992352237678,2025-03-01T14:03:14,2025-03-01,14:03:14,61963.67,INR,credit,company.payroll@icici,"Ref:6992352237678, AvlBal:Rs6941.19",Financial - High Confidence,true,UPI
mill-chat,7bf4d623-576f-4676-930c-124b24f7dff9,2025-05-01T07:30:35,2025-05-01,07:30:35,2660.41,Rs.,debit,bses@paytm,Bills & Utilities,Bills & Utilities,true,
+919619183585,3291465855090,2025-05-19T10:19:34,2025-05-19,10:19:34,2600.14,Rs,debit,nafisahamd95@okicici,"Ref:3291465855090, to nafisahamd95@okicici, AvlBal:Rs2781.83",Financial - High Confidence,true,UPI
+919619183585,5089388809809,2025-03-27T19:42:08,2025-03-27,19:42:08,1499.27,Rs.,debit,bigbasket@icici,"Ref:5089388809809, to bigbasket@icici, AvlBal:Rs4491.40",Financial - High Confidence,true,
+919619183585,1851834604239,2025-03-21T23:25:45,2025-03-21,23:25:45,2866.02,INR,debit,vi.recharge@kotak,"Ref:1851834604239, to vi.recharge@kotak, AvlBal:Rs5982.26",Financial - High Confidence,true,
+919619183585,3998020801987,2025-05-17T03:47:45,2025-05-17,03:47:45,170.39,INR,debit,myntra@okicici,"Ref:3998020801987, to myntra@okicici, AvlBal:Rs8704.35",Financial - High Confidence,true,
+919619183585,996954196030,2024-06-28T12:05:20,2024-06-28,12:05:20,4640.20,INR,credit,some.friend35@okhdfc,"Ref:996954196030, AvlBal:Rs468.77",Financial - High Confidence,true,UPI
+919619183585,5684610193470,2024-12-30T06:12:36,2024-12-30,06:12:36,1970.37,INR,debit,aayushsingh66@okicici,"Ref:5684610193470, to aayushsingh66@okicici, AvlBal:Rs13767.75",Financial - High Confidence,true,
mill-chat,51986d49-ce8b-4d33-ad63-ef36564328ae,2025-07-16T22:45:26,2025-07-16,22:45:26,270.05,INR,credit,,Pocket Money,Pocket Money,true,
+919619183585,3358104040687,2024-04-07T21:05:13,2024-04-07,21:05:13,2380.59,Rs.,debit,zomatopay@apl,"Ref:3358104040687, to zomatopay@apl, AvlBal:Rs432.52",Financial - High Confidence,true,UPI
+919619183585,4531952680793,2025-01-01T20:43:29,2025-01-01,20:43:29,3264.40,INR,debit,yash.s17@ybl,"Ref:4531952680793, to yash.s17@ybl, AvlBal:Rs12551.85",Financial - High Confidence,true,UPI
+919619183585,4250987681760,2025-09-06T13:13:48,2025-09-06,13:13:48,1855.91,INR,credit,some.friend35@okhdfc,"Ref:4250987681760, AvlBal:Rs11674.26",Financial - High Confidence,true,UPI
+919619183585,5974262452292,2024-08-27T23:43:07,2024-08-27,23:43:07,1937.29,Rs.,debit,mcdonalds@paytm,"Ref:5974262452292, to mcdonalds@paytm, AvlBal:Rs1709.74",Financial - High Confidence,true,UPI
+919619183585,1207673283957,2025-03-10T00:01:32,2025-03-10,00:01:32,1629.10,Rs,debit,netmeds@kotak,"Ref:1207673283957, to netmeds@kotak, AvlBal:Rs5143.40",Financial - High Confidence,true,
+919619183585,1523063186315,2025-08-19T12:37:53,2025-08-19,12:37:53,1458.67,INR,debit,netmeds@kotak,"Ref:1523063186315, to netmeds@kotak, AvlBal:Rs10174.22",Financial - High Confidence,true,UPI
+919619183585,1198509662783,2025-06-12T02:25:41,2025-06-12,02:25:41,1660.37,Rs.,debit,apollo.pharma@axis,"Ref:1198509662783, to apollo.pharma@axis, AvlBal:Rs5853.70",Financial - High Confidence,true,
+919619183585,4183317063256,2025-10-06T15:40:02,2025-10-06,15:40:02,1421.35,Rs.,debit,yash.s17@ybl,"Ref:4183317063256, to yash.s17@ybl, AvlBal:Rs5634.63",Financial - High Confidence,true,UPI
mill-chat,c9eec4bf-1d17-4a23-bcac-ce523877173f,2025-05-24T09:23:50,2025-05-24,09:23:50,3978.99,INR,credit,amazon.refunds@paytm,Refund,Refund,true,
+919619183585,3059854773476,2025-08-04T13:15:06,2025-08-04,13:15:06,1283.18,Rs.,debit,bestbus@sbi,"Ref:3059854773476, to bestbus@sbi, AvlBal:Rs10347.52",Financial - High Confidence,true,
+919619183585,1015918512387,2024-09-11T13:20:36,2024-09-11,13:20:36,3264.82,INR,debit,aayushsingh66@okicici,"Ref:1015918512387, to aayushsingh66@okicici, AvlBal:Rs6290.14",Financial - High Confidence,true,
+919619183585,5619285110559,2024-09-10T09:54:48,2024-09-10,09:54:48,2670.21,Rs.,debit,swiggy@okhdfc,"Ref:5619285110559, to swiggy@okhdfc, AvlBal:Rs5690.67",Financial - High Confidence,true,
+919619183585,2119590297457,2024-05-30T09:44:19,2024-05-30,09:44:19,2922.71,Rs,debit,flipkart@apl,"Ref:2119590297457, to flipkart@apl, AvlBal:Rs323.86",Financial - High Confidence,true,
+919619183585,4866474332794,2025-02-16T03:54:16,2025-02-16,03:54:16,1434.01,Rs,debit,zomatopay@apl,"Ref:4866474332794, to zomatopay@apl, AvlBal:Rs1273.73",Financial - High Confidence,true,UPI
+919619183585,5127978648772,2024-11-22T12:18:57,2024-11-22,12:18:57,4330.56,INR,credit,gpay.rewards@okhdfc,"Ref:5127978648772, AvlBal:Rs4383.64",Financial - High Confidence,true,UPI
mill-chat,6a4fcf69-610e-43d9-b8a9-073ebc7574ac,2024-09-08T08:28:08,2024-09-08,08:28:08,2319.53,Rs,debit,starbucks@axis,Food & Dining,Food & Dining,true,
+919619183585,5471015253877,2024-09-20T18:18:21,2024-09-20,18:18:21,262.10,Rs,debit,mahanagargas@sbi,"Ref:5471015253877, to mahanagargas@sbi, AvlBal:Rs12028.19",Financial - High Confidence,true,
+919619183585,571730637392,2025-03-02T05:21:00,2025-03-02,05:21:00,1923.33,Rs.,debit,bookmyshow@apl,"Ref:571730637392, to bookmyshow@apl, AvlBal:Rs7752.20",Financial - High Confidence,true,
+919619183585,5803569041682,2024-11-23T06:49:40,2024-11-23,06:49:40,1339.26,Rs,debit,aayushsingh66@okicici,"Ref:5803569041682, to aayushsingh66@okicici, AvlBal:Rs6116.73",Financial - High Confidence,true,UPI
+919619183585,3798330620061,2025-03-06T01:17:42,2025-03-06,01:17:42,3401.50,Rs,debit,mahanagargas@sbi,"Ref:3798330620061, to mahanagargas@sbi, AvlBal:Rs14200.05",Financial - High Confidence,true,UPI
+919619183585,3298406921966,2025-10-13T03:09:51,2025-10-13,03:09:51,3227.03,INR,debit,ola.cabs@icici,"Ref:3298406921966, to ola.cabs@icici, AvlBal:Rs10162.83",Financial - High Confidence,true,UPI
+919619183585,5787239052556,2024-08-24T05:06:38,2024-08-24,05:06:38,3333.23,INR,debit,bigbasket@icici,"Ref:5787239052556, to bigbasket@icici, AvlBal:Rs2648.35",Financial - High Confidence,true,UPI
+919619183585,3259568047288,2024-12-07T03:14:09,2024-12-07,03:14:09,544.84,Rs,debit,bses@paytm,"Ref:3259568047288, to bses@paytm, AvlBal:Rs8240.92",Financial - High Confidence,true,UPI
+919619183585,5404075913613,2025-10-18T18:54:10,2025-10-18,18:54:10,2618.22,Rs,debit,uber.987@okaxis,"Ref:5404075913613, to uber.987@okaxis, AvlBal:Rs1881.91",Financial - High Confidence,true,
mill-chat,23d9cced-149f-4ad5-8203-46832755077e,2024-10-27T04:05:14,2024-10-27,04:05:14,36621.53,INR,credit,company.payroll@icici,Salary,Salary,true,
mill-chat,8bc04307-38ed-49b6-81d9-82747c299439,2024-10-28T17:23:41,2024-10-28,17:23:41,1206.48,Rs.,debit,spotify.india@okhdfc,Entertainment,Entertainment,true,
+919619183585,4193578851588,2024-11-24T16:13:32,2024-11-24,16:13:32,4646.35,Rs,credit,some.friend35@okhdfc,"Ref:4193578851588, AvlBal:Rs5255.28",Financial - High Confidence,true,UPI
+919619183585,7123133198732,2025-04-08T23:13:01,2025-04-08,23:13:01,34179.44,Rs,credit,company.payroll@icici,"Ref:7123133198732, AvlBal:Rs4017.45",Financial - High Confidence,true,UPI
+919619183585,6997556296435,2024-12-29T02:39:51,2024-12-29,02:39:51,1620.46,Rs.,credit,some.friend35@okhdfc,"Ref:6997556296435, AvlBal:Rs13679.93",Financial - High Confidence,true,UPI
+919619183585,7479780402528,2024-06-13T07:29:01,2024-06-13,07:29:01,2489.06,INR,credit,amazon.refunds@paytm,"Ref:7479780402528, AvlBal:Rs9583.01",Financial - High Confidence,true,UPI
mill-chat,6251e343-9614-4fbc-874c-e28bb4e48a85,2025-02-24T16:27:00,2025-02-24,16:27:00,4047.80,INR,credit,,Pocket Money,Pocket Money,true,
+919619183585,2781621062581,2025-09-25T04:31:19,2025-09-25,04:31:19,3369.91,INR,credit,some.friend35@okhdfc,"Ref:2781621062581, AvlBal:Rs11992.21",Financial - High Confidence,true,UPI
+919619183585,3556794804547,2025-10-17T15:49:21,2025-10-17,15:49:21,90.12,INR,debit,netflix@icici,"Ref:3556794804547, to netflix@icici, AvlBal:Rs3371.15",Financial - High Confidence,true,
+919619183585,3386541997979,2025-08-22T14:33:42,2025-08-22,14:33:42,849.48,INR,debit,bses@paytm,"Ref:3386541997979, to bses@paytm, AvlBal:Rs12197.18",Financial - High Confidence,true,UPI
+919619183585,4245103548869,2024-05-30T14:06:35,2024-05-30,14:06:35,2388.85,Rs.,debit,nafisahamd95@okicici,"Ref:4245103548869, to nafisahamd95@okicici, AvlBal:Rs4392.97",Financial - High Confidence,true,
+919619183585,3280073807845,2025-05-31T07:13:22,2025-05-31,07:13:22,2359.74,Rs,debit,zepto.payments@ybl,"Ref:3280073807845, to zepto.payments@ybl, AvlBal:Rs9502.58",Financial - High Confidence,true,UPI
+919619183585,2143708855347,2025-01-26T17:34:58,2025-01-26,17:34:58,696.25,Rs.,debit,bookmyshow@apl,"Ref:2143708855347, to bookmyshow@apl, AvlBal:Rs419.12",Financial - High Confidence,true,UPI
+919619183585,1494573478209,2024-06-23T13:39:41,2024-06-23,13:39:41,2954.94,INR,debit,spotify.india@okhdfc,"Ref:1494573478209, to spotify.india@okhdfc, AvlBal:Rs618.01",Financial - High Confidence,true,UPI
+919619183585,5340571276325,2024-10-11T01:09:38,2024-10-11,01:09:38,711.69,Rs.,debit,netflix@icici,"Ref:5340571276325, to netflix@icici, AvlBal:Rs453.99",Financial - High Confidence,true,UPI
+919619183585,5833356755129,2025-06-14T07:38:19,2025-06-14,07:38:19,467.52,INR,debit,netflix@icici,"Ref:5833356755129, to netflix@icici, AvlBal:Rs7525.30",Financial - High Confidence,true,UPI
+919619183585,4747107537009,2025-02-03T22:30:35,2025-02-03,22:30:35,366.77,Rs.,debit,mcdonalds@paytm,"Ref:4747107537009, to mcdonalds@paytm, AvlBal:Rs2285.24",Financial - High Confidence,true,UPI
+919619183585,3681649211539,2024-04-24T18:46:34,2024-04-24,18:46:34,806.72,Rs.,debit,apollo.pharma@axis,"Ref:3681649211539, to apollo.pharma@axis, AvlBal:Rs10849.06",Financial - High Confidence,true,UPI
+919619183585,7972831620581,2025-01-19T04:42:09,2025-01-19,04:42:09,750.64,Rs,credit,amazon.refunds@paytm,"Ref:7972831620581, AvlBal:Rs3898.92",Financial - High Confidence,true,UPI
+919619183585,4572302852044,2024-04-15T15:35:52,2024-04-15,15:35:52,1966.13,Rs,debit,uber.987@okaxis,"Ref:4572302852044, to uber.987@okaxis, AvlBal:Rs7887.18",Financial - High Confidence,true,
+919619183585,4746120285506,2024-03-26T03:13:45,2024-03-26,03:13:45,155.37,Rs,debit,yash.s17@ybl,"Ref:4746120285506, to yash.s17@ybl, AvlBal:Rs12329.55",Financial - High Confidence,true,UPI
+919619183585,3856187519488,2024-01-17T02:45:11,2024-01-17,02:45:11,1466.71,INR,debit,myntra@okicici,"Ref:3856187519488, to myntra@okicici, AvlBal:Rs10795.02",Financial - High Confidence,true,UPI
+919619183585,2468551395246,2024-08-26T10:06:58,2024-08-26,10:06:58,1324.11,INR,debit,nafisahamd95@okicici,"Ref:2468551395246, to nafisahamd95@okicici, AvlBal:Rs7702.71",Financial - High Confidence,true,UPI
+919619183585,2689356870678,2025-03-11T22:02:40,2025-03-11,22:02:40,2901.75,Rs,debit,zepto.payments@ybl,"Ref:2689356870678, to zepto.payments@ybl, AvlBal:Rs8281.26",Financial - High Confidence,true,
+919619183585,4636438992521,2024-03-15T11:35:05,2024-03-15,11:35:05,835.20,Rs,debit,bses@paytm,"Ref:4636438992521, to bses@paytm, AvlBal:Rs6001.37",Financial - High Confidence,true,UPI
+919619183585,1961816898414,2025-03-28T07:44:02,2025-03-28,07:44:02,76.13,INR,debit,dmart@paytm,"Ref:1961816898414, to dmart@paytm, AvlBal:Rs6480.79",Financial - High Confidence,true,
+919619183585,1760988841778,2024-09-24T02:50:49,2024-09-24,02:50:49,2864.35,INR,debit,bestbus@sbi,"Ref:1760988841778, to bestbus@sbi, AvlBal:Rs6503.87",Financial - High Confidence,true,
+919619183585,4070706180169,2024-11-29T21:23:59,2024-11-29,21:23:59,1401.28,Rs.,debit,vi.recharge@kotak,"Ref:4070706180169, to vi.recharge@kotak, AvlBal:Rs11284.94",Financial - High Confidence,true,
+919619183585,919525841273,2024-03-20T03:40:39,2024-03-20,03:40:39,3156.21,Rs.,debit,spotify.india@okhdfc,"Ref:919525841273, to spotify.india@okhdfc, AvlBal:Rs14955.01",Financial - High Confidence,true,UPI
mill-chat,4a0a546d-2fa9-429c-a93f-1722463035f3,2025-02-15T01:07:48,2025-02-15,01:07:48,2244.43,INR,debit,netflix@icici,Entertainment,Entertainment,true,
+919619183585,2264166424391,2025-06-10T12:25:30,2025-06-10,12:25:30,913.37,Rs.,debit,yash.s17@ybl,"Ref:2264166424391, to yash.s17@ybl, AvlBal:Rs10130.01",Financial - High Confidence,true,UPI
+919619183585,4855848006266,2024-07-03T12:47:52,2024-07-03,12:47:52,3313.35,Rs,credit,gpay.rewards@okhdfc,"Ref:4855848006266, AvlBal:Rs13745.12",Financial - High Confidence,true,UPI
+919619183585,5984402378611,2024-09-26T09:14:43,2024-09-26,09:14:43,2613.47,INR,debit,mahanagargas@sbi,"Ref:5984402378611, to mahanagargas@sbi, AvlBal:Rs2938.00",Financial - High Confidence,true,UPI
mill-chat,b5e90077-336e-4dbe-b6f5-3984a74c8c4e,2024-10-05T01:52:23,2024-10-05,01:52:23,194.43,Rs,debit,flipkart@apl,Shopping,Shopping,true,
+919619183585,2661580397770,2024-02-02T04:38:55,2024-02-02,04:38:55,1962.35,INR,debit,nafisahamd95@okicici,"Ref:2661580397770, to nafisahamd95@okicici, AvlBal:Rs10470.11",Financial - High Confidence,true,
+919619183585,7644971144310,2024-05-31T04:58:27,2024-05-31,04:58:27,2714.49,Rs.,credit,gpay.rewards@okhdfc,"Ref:7644971144310, AvlBal:Rs9894.11",Financial - High Confidence,true,UPI
+919619183585,600730168828,2025-05-28T07:44:47,2025-05-28,07:44:47,3490.52,Rs.,debit,apollo.pharma@axis,"Ref:600730168828, to apollo.pharma@axis, AvlBal:Rs6473.92",Financial - High Confidence,true,UPI
+919619183585,5441728532859,2024-04-07T01:21:12,2024-04-07,01:21:12,2152.85,INR,debit,yash.s17@ybl,"Ref:5441728532859, to yash.s17@ybl, AvlBal:Rs12499.66",Financial - High Confidence,true,UPI
mill-chat,5b10b4c0-ad6c-4186-b373-59a05d3ef78c,2024-09-14T21:50:49,2024-09-14,21:50:49,194.78,INR,credit,,Pocket Money,Pocket Money,true,
+919619183585,3222921037697,2024-11-19T05:26:26,2024-11-19,05:26:26,3343.81,Rs,debit,zomatopay@apl,"Ref:3222921037697, to zomatopay@apl, AvlBal:Rs9002.59",Financial - High Confidence,true,UPI
+919619183585,5251066231058,2024-07-24T04:43:47,2024-07-24,04:43:47,3063.22,Rs,debit,bigbasket@icici,"Ref:5251066231058, to bigbasket@icici, AvlBal:Rs11743.11",Financial - High Confidence,true,
+919619183585,4233559416190,2024-12-20T02:45:24,2024-12-20,02:45:24,1169.36,Rs.,debit,ola.cabs@icici,"Ref:4233559416190, to ola.cabs@icici, AvlBal:Rs14521.04",Financial - High Confidence,true,
+919619183585,4773457406088,2025-01-18T06:19:42,2025-01-18,06:19:42,3009.59,INR,debit,spotify.india@okhdfc,"Ref:4773457406088, to spotify.india@okhdfc, AvlBal:Rs14417.14",Financial - High Confidence,true,UPI
+919619183585,3987251428711,2024-03-17T23:12:45,2024-03-17,23:12:45,67.69,Rs.,debit,bookmyshow@apl,"Ref:3987251428711, to bookmyshow@apl, AvlBal:Rs13065.75",Financial - High Confidence,true,
+919619183585,4220347719596,2024-08-23T17:09:21,2024-08-23,17:09:21,794.52,INR,debit,spotify.india@okhdfc,"Ref:4220347719596, to spotify.india@okhdfc, AvlBal:Rs11731.68",Financial - High Confidence,true,
+919619183585,5432834636741,2025-05-09T14:00:43,2025-05-09,14:00:43,2666.40,Rs,credit,gpay.rewards@okhdfc,"Ref:5432834636741, AvlBal:Rs12510.43",Financial - High Confidence,true,UPI
+919619183585,4078732789803,2024-05-30T06:17:29,2024-05-30,06:17:29,1164.10,INR,debit,spotify.india@okhdfc,"Ref:4078732789803, to spotify.india@okhdfc, AvlBal:Rs14449.38",Financial - High Confidence,true,
+919619183585,526943341416,2025-05-27T22:51:51,2025-05-27,22:51:51,1628.71,INR,credit,gpay.rewards@okhdfc,"Ref:526943341416, AvlBal:Rs14864.47",Financial - High Confidence,true,UPI
+919619183585,3098024536923,2024-01-12T01:41:52,2024-01-12,01:41:52,1407.20,Rs.,credit,some.friend35@okhdfc,"Ref:3098024536923, AvlBal:Rs10902.84",Financial - High Confidence,true,UPI
+919619183585,5216204919365,2024-12-18T07:10:23,2024-12-18,07:10:23,1290.01,INR,debit,myntra@okicici,"Ref:5216204919365, to myntra@okicici, AvlBal:Rs3160.61",Financial - High Confidence,true,UPI
+919619183585,5283168858323,2024-04-18T13:24:30,2024-04-18,13:24:30,164.38,Rs.,credit,gpay.rewards@okhdfc,"Ref:5283168858323, AvlBal:Rs1425.31",Financial - High Confidence,true,UPI
+919619183585,2793883754783,2024-05-25T02:30:35,2024-05-25,02:30:35,921.71,Rs.,debit,dmart@paytm,"Ref:2793883754783, to dmart@paytm, AvlBal:Rs11002.88",Financial - High Confidence,true,UPI
+919619183585,4031510242957,2025-09-11T09:42:09,2025-09-11,09:42:09,588.77,Rs.,debit,apollo.pharma@axis,"Ref:4031510242957, to apollo.pharma@axis, AvlBal:Rs2363.32",Financial - High Confidence,true,
mill-chat,43120310-7caa-4b18-852d-102d99140670,2025-09-06T04:33:49,2025-09-06,04:33:49,4883.42,Rs,credit,,Pocket Money,Pocket Money,true,
+919619183585,2740624536201,2025-05-27T23:40:03,2025-05-27,23:40:03,81663.78,INR,credit,company.payroll@icici,"Ref:2740624536201, AvlBal:Rs5620.06",Financial - High Confidence,true,UPI
+919619183585,4245849352466,2024-06-05T17:19:23,2024-06-05,17:19:23,3104.43,INR,debit,apollo.pharma@axis,"Ref:4245849352466, to apollo.pharma@axis, AvlBal:Rs11610.54",Financial - High Confidence,true,
mill-chat,235aa57d-8eee-4da0-8153-ecd20086da0b,2025-01-05T22:23:07,2025-01-05,22:23:07,2439.29,Rs,debit,spotify.india@okhdfc,Entertainment,Entertainment,true,
+919619183585,3613526421061,2024-09-17T08:26:15,2024-09-17,08:26:15,41701.58,INR,credit,company.payroll@icici,"Ref:3613526421061, AvlBal:Rs1126.65",Financial - High Confidence,true,UPI
+919619183585,5972588458934,2025-01-24T03:28:36,2025-01-24,03:28:36,2167.80,Rs.,debit,netmeds@kotak,"Ref:5972588458934, to netmeds@kotak, AvlBal:Rs9767.36",Financial - High Confidence,true,UPI
+919619183585,5700513430780,2024-01-21T02:03:06,2024-01-21,02:03:06,2102.54,INR,debit,dmart@paytm,"Ref:5700513430780, to dmart@paytm, AvlBal:Rs8789.79",Financial - High Confidence,true,
+919619183585,4113077561205,2024-02-08T18:29:22,2024-02-08,18:29:22,24.45,Rs,debit,vi.recharge@kotak,"Ref:4113077561205, to vi.recharge@kotak, AvlBal:Rs10352.05",Financial - High Confidence,true,UPI
+919619183585,2271461651004,2024-09-01T16:27:34,2024-09-01,16:27:34,2534.91,Rs,debit,zepto.payments@ybl,"Ref:2271461651004, to zepto.payments@ybl, AvlBal:Rs8194.23",Financial - High Confidence,true,
+919619183585,2858342322405,2025-08-19T02:35:58,2025-08-19,02:35:58,1560.48,Rs,debit,yash.s17@ybl,"Ref:2858342322405, to yash.s17@ybl, AvlBal:Rs1272.91",Financial - High Confidence,true,
+919619183585,844165328053,2025-06-16T16:10:38,2025-06-16,16:10:38,1322.60,Rs,credit,some.friend35@okhdfc,"Ref:844165328053, AvlBal:Rs5465.61",Financial - High Confidence,true,UPI
+919619183585,3032394983583,2024-01-28T21:56:52,2024-01-28,21:56:52,3092.63,Rs.,debit,mcdonalds@paytm,"Ref:3032394983583, to mcdonalds@paytm, AvlBal:Rs10173.55",Financial - High Confidence,true,UPI
+919619183585,4958473476098,2024-09-18T18:44:38,2024-09-18,18:44:38,1131.68,Rs,debit,spotify.india@okhdfc,"Ref:4958473476098, to spotify.india@okhdfc, AvlBal:Rs11575.90",Financial - High Confidence,true,
+919619183585,760197850287,2025-07-26T17:11:30,2025-07-26,17:11:30,3263.00,Rs.,debit,vi.recharge@kotak,"Ref:760197850287, to vi.recharge@kotak, AvlBal:Rs14206.03",Financial - High Confidence,true,UPI
mill-chat,8845cdea-7af9-4299-9917-e991639b0a8e,2025-04-21T07:10:05,2025-04-21,07:10:05,3560.08,Rs,credit,,Pocket Money,Pocket Money,true,
+919619183585,3071209620352,2025-05-18T09:06:52,2025-05-18,09:06:52,1680.80,INR,debit,netflix@icici,"Ref:3071209620352, to netflix@icici, AvlBal:Rs1905.00",Financial - High Confidence,true,UPI
+919619183585,5959684403061,2025-07-04T21:48:05,2025-07-04,21:48:05,105.10,Rs.,debit,mahanagargas@sbi,"Ref:5959684403061, to mahanagargas@sbi, AvlBal:Rs3286.77",Financial - High Confidence,true,
+919619183585,2532036876162,2024-09-13T20:01:04,2024-09-13,20:01:04,2371.35,Rs,debit,starbucks@axis,"Ref:2532036876162, to starbucks@axis, AvlBal:Rs884.71",Financial - High Confidence,true,
+919619183585,2690396755746,2025-04-18T18:24:51,2025-04-18,18:24:51,3273.24,Rs,credit,gpay.rewards@okhdfc,"Ref:2690396755746, AvlBal:Rs8756.07",Financial - High Confidence,true,UPI
+919619183585,5730254566648,2024-10-12T11:26:09,2024-10-12,11:26:09,1119.59,INR,debit,nafisahamd95@okicici,"Ref:5730254566648, to nafisahamd95@okicici, AvlBal:Rs12619.82",Financial - High Confidence,true,
+919619183585,5865231137274,2024-01-25T19:11:18,2024-01-25,19:11:18,1749.70,Rs.,debit,bses@paytm,"Ref:5865231137274, to bses@paytm, AvlBal:Rs729.56",Financial - High Confidence,true,
+919619183585,3812023373258,2025-08-07T09:25:25,2025-08-07,09:25:25,118.44,INR,debit,nykaa@hdfc,"Ref:3812023373258, to nykaa@hdfc, AvlBal:Rs9515.34",Financial - High Confidence,true,
mill-chat,91d98f61-71ed-4c0f-b591-4a7c24190618,2024-02-16T22:22:18,2024-02-16,22:22:18,313.57,Rs.,debit,netflix@icici,Entertainment,Entertainment,true,
+919619183585,4397619688570,2024-11-28T01:30:35,2024-11-28,01:30:35,3351.43,Rs.,debit,mahanagargas@sbi,"Ref:4397619688570, to mahanagargas@sbi, AvlBal:Rs9901.25",Financial - High Confidence,true,
+919619183585,5595236438810,2024-07-25T09:24:13,2024-07-25,09:24:13,904.66,Rs,debit,dmart@paytm,"Ref:5595236438810, to dmart@paytm, AvlBal:Rs11497.87",Financial - High Confidence,true,UPI
mill-chat,f1fd6500-daef-4b55-89b6-0a85c4d66bb8,2024-11-07T07:50:48,2024-11-07,07:50:48,2106.16,Rs.,debit,flipkart@apl,Shopping,Shopping,true,
